dataset,model,train_rows,test_rows,features,classes,nodes,accuracy,object_memory_bytes,static_memory_bytes,memory_saved_percent,object_predict_ms,static_predict_ms,time_saved_percent
data/mushroom.csv,forest,6093,2031,117,2,1251,1.0,238916,16263,93.19300507291265,31.564375000016298,7.250167000165675,77.03053838334537
