dataset,model,train_rows,test_rows,features,classes,nodes,accuracy,object_memory_bytes,static_memory_bytes,memory_saved_percent,object_predict_ms,static_predict_ms,time_saved_percent
data/mushroom.csv,forest,6093,2031,117,2,1285,1.0,245176,16705,93.18652722941887,35.0704170004974,6.670249999842781,80.98040864541709
